"","Nasdaq","SPX","DAX","StoxxEurope","HSCE","Nikkei"
"2014-11-06",305.66,3706.45,9377.41,1071.51,17597.94,24683.48
"2014-11-07",305.52,3708.46,9291.83,1058.67,17549.06,24812.8
"2014-11-10",306.56,3720.25,9351.87,1068.93,17676.43,24666.03
"2014-11-11",308.23,3722.84,9369.03,1072.54,17736.76,25171.49
"2014-11-12",306.56,3721.3,NA,1053.16,17866.15,25278.71
"2014-11-13",304.89,3723.58,9248.51,1056.44,17984.62,25566.61
"2014-11-14",304.82,3724.92,9252.94,1057.54,17919.02,25710.72
"2014-11-17",304.47,3727.86,9306.35,1066.12,17573.99,24950.74
"2014-11-18",306.28,3747.74,9456.53,1078.43,17360.54,NA
"2014-11-19",306.21,NA,9472.8,1080.1,17284.7,25413.71
"2014-11-20",NA,3749.87,9483.97,1072.86,17283.33,25431.58
"2014-11-21",307.05,3770.03,9732.55,1104.69,17396.15,25514.85
"2014-11-24",310.81,3780.88,9785.54,1110.73,18054.96,25514.85
"2014-11-25",310.39,NA,9861.21,NA,17955.17,NA
"2014-11-26",312.13,3788.42,9915.56,1115.71,18402.17,25553.17
"2014-11-27",312.13,3788.42,9974.87,1122.22,18339.77,25354.61
"2014-11-28",312.69,3778.96,9980.85,1124.3,18558.76,25665.29
"2014-12-01",308.23,3753.31,9963.51,1118.07,18013.94,25856.75
"2014-12-02",313.8,3777.47,9934.08,1120.51,18526.12,25964.23
"2014-12-03",317.04,3792.69,9971.79,1123.75,18416.94,26048.33
"2014-12-04",319.86,3788.34,NA,1104.21,19117.65,26293.49
"2014-12-05",318.05,NA,10087.12,1134.23,19316.56,NA
"2014-12-08",322.09,3767.7,10014.99,1124.06,19771.03,26364.68
"2014-12-09",323.13,3766.83,9793.71,1094.57,18871.04,26184.96
"2014-12-10",NA,3705.51,9799.73,1090.47,18936.85,25595.8
"2014-12-11",328.1,3723.32,NA,1093.3,18742,25367.69
"2014-12-12",322.09,3663.1,9594.73,NA,18710.3,25535.53
"2014-12-15",324.54,3639.97,NA,1033.09,18670.76,25135.44
"2014-12-16",319.51,3609.06,9563.89,1056.32,18544.63,24629.66
"2014-12-17",325.03,3682.7,9544.43,1057.02,18765.32,24724.34
"2014-12-18",334.32,3771.72,9811.06,1092.27,18867.38,25298.1
"2014-12-19",340.12,3788.97,9786.96,1087.94,18983.04,25902.77
"2014-12-22",344.31,3803.94,9865.76,1093.19,19555.57,25922.97
"2014-12-23",343.26,3810.78,9922.11,1106.21,19445.21,NA
"2014-12-24",340.47,3810.39,9922.11,1103.5,19245.86,26245.02
"2014-12-25",340.47,3810.39,9922.11,1103.5,19245.86,26178.17
"2014-12-26",340.19,3823,9922.11,1103.5,NA,26224.97
"2014-12-29",341.23,3826.95,9927.13,1103.68,20019.1,26093.81
"2014-12-30",NA,3808.69,9805.55,1086.62,19726.54,25683.09
"2014-12-31",335.02,3769.44,9805.55,1090.25,19960.7,25683.09
"2015-01-01",335.02,3769.44,9805.55,1090.25,19960.7,25683.09
"2015-01-02",334.32,3768.68,9764.73,1087.83,20394.84,25683.09
"2015-01-05",332.57,3700.03,9473.16,1047.53,20330.48,25621.19
"2015-01-06",332.36,3667.14,9469.66,1042.25,19970.85,24847.76
"2015-01-07",337.11,3710.94,NA,1048.8,19971.25,24850.91
"2015-01-08",342.35,3777.4,9837.61,1086.32,20025.75,25265.6
"2015-01-09",338.79,3745.67,9648.5,NA,20121.5,25310.68
"2015-01-12",330.76,3715.36,9781.9,1068.68,20013.94,25310.68
"2015-01-13",326.29,3706.15,9941,1085.9,20091.16,25148.76
"2015-01-14",318.95,3684.72,9817.08,1071.58,20000.13,24719.38
"2015-01-15",319.65,3650.74,10032.61,1095.06,20303.51,25179.65
"2015-01-16",323.35,3699.79,10167.77,1110.63,20114.01,24819.75
"2015-01-19",323.35,3699.79,10242.35,1117.1,19113.21,25040.7
"2015-01-20",320.98,3705.64,10257.13,1125.43,19556.13,25558.77
"2015-01-21",319.23,3723.62,10299.23,1134.03,20021.7,25432.46
"2015-01-22",325.1,3780.51,10435.62,1152.38,20064.92,25503.9
"2015-01-23",325.24,NA,10649.58,1173.16,20419.33,25772.83
"2015-01-26",325.31,3769.45,10798.33,1184.17,20366.19,25709.21
"2015-01-27",321.89,3718.99,10628.58,1169.7,20036.79,26150.41
"2015-01-28",314.62,3669.1,10710.97,1166.4,19925.64,26192.58
"2015-01-29",315.53,3704.35,10737.87,1170.87,19546.65,25913.65
"2015-01-30",318.53,3656.28,10694.32,1163.79,19520.02,26013.99
"2015-02-02",326.98,3703.77,10828.01,1170.27,19283.85,25844.18
"2015-02-03",328.66,3757.34,10890.95,1185.58,19600.76,25517.13
"2015-02-04",332.5,NA,10911.32,1186.04,19598.95,26021.84
"2015-02-05",337.39,3782.11,10905.41,1184.01,19635.09,25765.55
"2015-02-06",343.92,3770.2,10846.39,NA,NA,25977.33
"2015-02-09",338.72,3754.36,10663.51,1162.75,19398.97,26070.69
"2015-02-10",339.14,3794.62,10753.83,NA,19478.64,25983.48
"2015-02-11",343.54,3795.82,10752.11,1171.91,19404.95,25983.48
"2015-02-12",347.52,3833.35,10919.65,1187.01,19625.8,26464.86
"2015-02-13",345.64,3849.29,10963.4,1197.43,19857.21,NA
"2015-02-16",345.64,3849.29,10923.23,1192.46,19877.21,26501.73
"2015-02-17",348.71,3856.04,10895.62,1194.25,19983.71,26475.71
"2015-02-18",348.64,3855,10961,NA,20096.28,26787.88
"2015-02-19",351.36,3851.53,11001.94,1211.49,20096.28,26884.47
"2015-02-20",355.83,3875.6,11050.64,1212.34,20096.28,26983.84
"2015-02-23",354.79,3874.46,11130.92,1222.43,20055.3,27181.99
"2015-02-24",353.81,3885.27,11205.74,1231.99,20063.14,27383
"2015-02-25",354.79,3882.95,11210.27,1230.14,20094.13,27369.59
"2015-02-26",353.74,3877.85,11327.19,1241.66,20365.51,27664.99
"2015-02-27",350.39,3866.42,11401.66,1250.01,20295.73,27682.88
"2015-03-02",355.69,3890.32,11410.36,1247.27,20342.19,27725.5
"2015-03-03",353.42,3872.71,11280.36,1232.69,19895,27708.24
"2015-03-04",356.36,3856.51,11390.38,1244.61,19550.95,27543.95
"2015-03-05",NA,3861.29,11504.01,1256.69,19316.28,27614.99
"2015-03-06",350.6,3807.04,11550.97,1256.48,19331.53,27937.74
"2015-03-09",354.16,3822.42,11582.11,1253.93,19446.43,27672
"2015-03-10",346.75,NA,11500.38,1238.99,19166.14,27487.27
"2015-03-11",345.71,3751.2,11805.99,1267.57,19015.77,27573.29
"2015-03-12",350.22,3799.43,11799.39,NA,19263.03,27967.36
"2015-03-13",352.08,3776.44,11901.61,1269.88,19506.91,28354.87
"2015-03-16",355.97,3827.62,12167.72,1287.44,19676.04,28342.81
"2015-03-17",356.92,NA,11980.85,1275.42,19716.02,28624
"2015-03-18",346.97,3861.39,11922.77,1274.16,19956.17,28782.97
"2015-03-19",353.2,3842.62,NA,1274.93,NA,28682.94
"2015-03-20",353.41,3877.26,12039.37,1294.15,20246.68,28806.15
"2015-03-23",352.64,3870.49,11895.84,1285.55,20282.36,NA
"2015-03-24",351.52,3847.05,NA,1297.03,19994.56,29031.81
"2015-03-25",344.44,3791.13,11865.32,1280.59,19934.42,NA
"2015-03-26",347.18,3782.21,11843.68,1275.64,19852.44,28676.21
"2015-03-27",348.23,3791.9,11868.33,1278.85,NA,28568.63
"2015-03-30",355.23,3838.65,12086.01,1296.25,20496.77,28754.94
"2015-03-31",NA,3805.27,11966.17,1285.67,20562.61,28452.14
"2015-04-01",353.52,3790.66,12001.38,1291.76,NA,28197.13
"2015-04-02",351.1,3804.14,11967.39,1293.23,21090.64,28608.87
"2015-04-03",351.1,3804.14,11967.39,1293.23,21090.64,28790.02
"2015-04-06",354.39,3829.31,11967.39,1293.23,21090.64,28735.06
"2015-04-07",350.4,3821.49,12123.52,1311.83,21090.64,29094.37
"2015-04-08",349.77,3833.2,12035.86,1302.75,22312.23,29315.49
"2015-04-09",351.31,3850.29,12166.44,1316.38,22898.13,NA
"2015-04-10",354.39,3870.31,12374.73,1328.55,23296.46,29490.9
"2015-04-13",352.57,3852.93,NA,1332.74,24300.63,29487.69
"2015-04-14",348.26,3859.22,12227.6,1318.48,23758.27,29492.46
"2015-04-15",346.9,3879.1,12231.34,1325.11,24103.05,29434.8
"2015-04-16",348.93,3876.17,11998.86,1307.05,24516.62,29458.52
"2015-04-17",341.05,3832.33,11688.7,1279.99,24211.06,29113.52
"2015-04-20",338.7,3867.82,11891.91,1295.32,23502.66,29086.28
"2015-04-21",341.36,3862.15,11939.58,1296.78,24202.08,29493.07
"2015-04-22",342.2,3881.93,11867.37,1298.56,NA,29826.1
"2015-04-23",348.65,3891.46,11723.58,1289.54,NA,29905.72
"2015-04-24",NA,3900.24,11810.85,1296.21,24131.65,29657.42
"2015-04-27",338.14,3884.1,12039.16,1316.63,NA,29603.02
"2015-04-28",345.57,3895.21,11811.66,1297.07,24507.72,29715.06
"2015-04-29",343.04,3880.9,11432.72,1262.75,24321.6,29715.06
"2015-04-30",NA,3841.78,11454.38,1263.28,24035.25,28916.68
"2015-05-01",343.67,3883.75,11454.38,1263.28,24035.25,28933.89
"2015-05-04",347.67,3895.16,11619.85,1271.76,24081.94,28933.89
"2015-05-05",346.34,3849.41,11327.68,1241.88,23446.5,28933.89
"2015-05-06",343.11,3833.7,11350.15,1246.6,23312.81,28933.89
"2015-05-07",349.56,3849.13,11407.97,1248.18,22931.61,28578.89
"2015-05-08",354.18,3901.01,11709.73,1281.48,23399.94,28708.07
"2015-05-11",355.97,3881.93,11673.35,1276.07,23621.99,29066.15
"2015-05-12",353.83,3870.69,11472.41,NA,23272.26,29071.97
"2015-05-13",355.58,3870.36,11351.46,1252.28,23083.31,29279.19
"2015-05-14",360.49,3912.52,11559.82,1270,22951.25,28991.09
"2015-05-15",358.67,3915.99,11447.03,1259.72,23340.78,29232.08
"2015-05-18",362.8,3928.15,11594.28,1268.13,23201.7,NA
"2015-05-19",366.23,3926.41,11853.33,1296.98,23643.57,29666.81
"2015-05-20",363.15,3923.18,11848.47,1302.49,23738.29,NA
"2015-05-21",366.23,3932.9,11864.59,1304.93,23565.3,29928.26
"2015-05-22",368.69,3924.16,11815.01,1302.94,24067.56,30019.42
"2015-05-25",368.69,3924.16,11815.01,1294.54,24067.56,30240.68
"2015-05-26",363.85,NA,11625.13,1282.28,NA,30275.8
"2015-05-27",364.76,NA,11771.13,1304.8,24529.1,30327.8
"2015-05-28",366.73,3915.82,11677.57,1294.88,23664.3,30444.65
"2015-05-29",362.59,NA,11413.82,1266.54,23532.16,30462
"2015-06-01",360.77,3899.59,11436.05,1268.43,23870.59,30471.95
"2015-06-02",361.54,3895.85,11328.8,1263.77,23707.3,30432.43
"2015-06-03",363.99,3904.83,11419.62,1271.55,NA,30329.21
"2015-06-04",359.65,3871.23,11340.6,1261.81,23637.73,30350.96
"2015-06-05",NA,3865.83,11197.15,1245.36,23283.88,30310.53
"2015-06-08",350.54,3841.45,11064.92,1231.79,23617.49,NA
"2015-06-09",351.31,3843.16,11001.29,1227.7,23195.78,29770.41
"2015-06-10",357.41,NA,11265.39,1252.8,22807.31,29696.43
"2015-06-11",359.73,3897.59,11332.78,1261.83,23021.6,30195.08
"2015-06-12",357.27,3870.56,11196.49,1244.38,23432.41,30230.8
"2015-06-15",354.45,3852.75,10984.97,1221.39,22827.09,30202.22
"2015-06-16",356.21,3874.73,11044.01,NA,22207.38,30009.86
"2015-06-17",359.45,3882.49,NA,1218.32,22478.9,29952.57
"2015-06-18",361.07,NA,NA,1226.3,22225.1,29615.32
"2015-06-19",354.77,3900.64,11040.1,1228.2,22096.09,29887.05
"2015-06-22",356.42,NA,11460.5,1278.62,22440.86,30266.67
"2015-06-23",NA,3927.23,11542.54,1289.26,22944.35,30831.89
"2015-06-24",350.22,3898.47,11471.26,1283.91,23097.4,30919.68
"2015-06-25",351.77,3887.04,11473.13,1283.9,22847.91,30781.02
"2015-06-26",349.94,3886.21,11492.43,1287.62,22205.1,30713.48
"2015-06-29",341.85,3805.5,11083.2,1233.41,21653.79,29854.69
"2015-06-30",343.68,3815.85,10944.97,1217.55,22160.58,30041.85
"2015-07-01",342.97,3843.26,11180.5,1243.14,22160.58,NA
"2015-07-02",345.93,3842.06,11099.35,1231.66,NA,30467.58
"2015-07-03",345.93,3842.06,11058.39,1224.47,21587.95,30493.25
"2015-07-06",343.32,NA,10890.63,1197.23,20941.54,29858.33
"2015-07-07",343.89,3850.66,10676.78,1171.97,20249.62,30250.96
"2015-07-08",NA,3787.67,10747.3,1183.82,19016.91,29302.38
"2015-07-09",346.56,3796.26,10996.41,1216.74,19599.02,29477.35
"2015-07-10",355.43,3843.1,11315.63,1255.44,20304.77,29365.01
"2015-07-13",356.84,3885.97,11484.38,1277.36,20553.53,29825.14
"2015-07-14",360.22,3903.31,11516.9,1283.32,20266.45,30263.93
"2015-07-15",360.72,3900.5,11539.66,1289.26,20001.11,30379.73
"2015-07-16",365.22,3931.85,11716.76,1308.24,20117.34,30582.81
"2015-07-17",365.01,3936.22,11673.42,1306.08,NA,30658.23
"2015-07-20",364.38,3939.35,11735.72,1311.86,20159.86,30658.23
"2015-07-21",360.57,3922.7,11604.8,1298.11,NA,30941.86
"2015-07-22",364.24,3913.75,11520.67,1293.71,20091.98,NA
"2015-07-23",362.83,NA,11512.11,1293.37,20263.54,30707.27
"2015-07-24",365.36,3850.15,11347.45,1281.05,19997.37,30500.29
"2015-07-27",360.29,3827.93,11056.4,1250.12,19240.45,30211.64
"2015-07-28",356.56,3875.37,11173.91,1264.72,19141.72,30180.15
"2015-07-29",359.03,3904.21,11211.85,1272.34,19314.15,30143.15
"2015-07-30",359.03,3904.64,11257.15,1275.28,19080.54,30469.66
"2015-07-31",359.31,3895.8,11308.99,1281.29,19070.86,30562.32
"2015-08-03",359.03,3885.07,11443.72,1294.05,18862.34,30507.19
"2015-08-04",361.77,NA,11456.07,1288.32,18973.63,30465.99
"2015-08-05",369.45,3889.99,11636.3,1308.77,19060.86,30605.1
"2015-08-06",371.63,3860.92,11585.1,1306.08,19005.06,30679.9
"2015-08-07",372.69,3849.96,11490.83,1295.68,19235.78,30769.22
"2015-08-10",377.05,3899.36,11604.78,1308.91,19344.94,30894.13
"2015-08-11",375.36,3862.81,11293.65,1284.09,19298.64,30763.63
"2015-08-12",373.46,NA,10924.61,1241.05,18918.57,30276.69
"2015-08-13",377.61,3863.03,11014.63,1252.35,18983.9,30577.75
"2015-08-14",382.05,3878.16,10985.14,1243.4,18948.15,30464.77
"2015-08-17",381.42,3899.1,10940.33,1245.85,18780.58,30614.44
"2015-08-18",382.4,3889.6,NA,1244.95,18451.31,30516.76
"2015-08-19",380.43,3857.74,10682.15,1221.61,18232.35,NA
"2015-08-20",373.6,3776.36,10432.19,1194.41,17822,29743.31
"2015-08-21",362.97,3656.67,10124.52,1156.58,17466.23,28855.93
"2015-08-24",349.52,3512.65,9648.43,1094.65,16450.71,27526.92
"2015-08-25",343.89,3465.19,10128.12,1146.16,16299.52,26437.2
"2015-08-26",349.87,3600.73,9997.43,1129.32,16151.99,27283.66
"2015-08-27",361.21,3688.6,10315.62,1168.52,16898.4,27591.63
"2015-08-28",362.55,3691.3,NA,1170.59,16705,28426.28
"2015-08-31",360.43,3660.75,10259.46,1164.55,16689.04,28061.09
"2015-09-01",352.2,3552.65,10015.57,1135.73,16196.83,26984.44
"2015-09-02",357.55,3618.25,10048.05,1139.34,15935.08,26880.03
"2015-09-03",360.15,3622.66,10317.84,1164.71,15935.08,27009.25
"2015-09-04",354.17,3567.41,10038.04,1132.71,15709.39,26429.58
"2015-09-07",354.17,3567.41,10108.61,1139.02,15603.34,26531.05
"2015-09-08",365.86,3657.32,10271.36,1151.8,16248.27,25887.27
"2015-09-09",360.5,3606.8,10303.12,1164.67,17098.52,27882.88
"2015-09-10",363.19,3626.14,10210.44,1147.28,16774.28,NA
"2015-09-11",366.17,3643.54,10123.56,1135.45,16668.15,27130.8
"2015-09-14",363.48,3628.87,10131.74,1131.06,16704.18,26687.36
"2015-09-15",366.02,3675.48,10188.13,1142.45,16662.19,26777.65
"2015-09-16",366.8,3707.62,10227.21,1158.19,17006.35,26993.8
"2015-09-17",360.5,3698.74,10229.58,1159.62,NA,27381.02
"2015-09-18",357.11,3638.99,9916.16,1124.54,17218.69,26843.18
"2015-09-21",362.06,3655.64,9948.51,1134.9,16997.18,26843.18
"2015-09-22",361.14,3610.7,9570.66,1096.17,16887.34,26843.18
"2015-09-23",367.79,3603.49,9612.62,1097.58,16432.08,26843.18
"2015-09-24",367.51,3591.37,9427.64,1075.96,16259.62,26102.84
"2015-09-25",378.41,3589.71,9688.53,1109.4,16332.52,26561.38
"2015-09-28",368.08,3498.61,9483.55,1083.91,16332.52,26386.11
"2015-09-29",366.59,3503.13,9450.4,1080.5,15848.74,25318.01
"2015-09-30",377.34,3570.17,9660.44,1105.75,16151.3,26001.86
"2015-10-01",372.32,3577.47,9509.25,1094.47,16151.3,26501.72
"2015-10-02",372.39,3629.04,9553.07,1101.3,16634.07,26505.77
"2015-10-05",379.61,3695.61,9814.79,1138.03,16972.49,26925.01
"2015-10-06",377.7,3682.33,9902.83,1148.63,17054.61,27195.09
"2015-10-07",376.85,3713.36,9970.4,1150.88,17850.13,27399.78
"2015-10-08",380.53,3746.12,9993.07,1150.36,17665.74,27127.91
"2015-10-09",375.65,3748.96,10096.6,1159.41,17870.74,27572.79
"2015-10-12",383.01,3753.73,NA,1158.34,18096.37,27572.79
"2015-10-13",379.33,3728.48,10032.82,1149.49,17923.8,27267.9
"2015-10-14",379.75,3711.11,9915.85,1138.89,17746.46,26753.88
"2015-10-15",388.52,3766.43,10064.8,1155.75,18121.69,27061.78
"2015-10-16",388.95,3783.64,NA,1165.07,18266.08,27353.23
"2015-10-19",392.27,3784.72,10164.31,1167.61,18354.56,27113.12
"2015-10-20",395.03,3779.44,10147.68,1162.18,18287.44,27226.65
"2015-10-21",391,3757.91,10238.1,1168.07,18287.44,27745.74
"2015-10-22",418.17,3820.49,10491.97,1196.94,18203.42,27568.67
"2015-10-23",415.48,3862.65,10794.54,1222.89,18446.43,28151.02
"2015-10-26",413.22,3855.29,10801.34,1218.89,18456.12,28333.19
"2015-10-27",417.11,3845.45,10692.19,1206.9,18399.65,28078.86
"2015-10-28",419.44,3891.35,10831.96,1221.21,18131.21,NA
"2015-10-29",419.02,3890.04,10800.84,1218.72,17926.7,28317.95
"2015-10-30",409.61,3871.33,10850.14,1220.45,17853.2,NA
"2015-11-02",422.2,3917.3,10950.67,1226.25,17584.89,27941.21
"2015-11-03",419.59,3928.05,10951.15,1229.26,17658.88,27941.21
"2015-11-04",411.52,3915.52,10845.24,1228,18135.1,28305.62
"2015-11-05",414.77,3911.89,10887.74,1230.97,18232.87,28589.32
"2015-11-06",412.09,3910.98,10988.03,1238.38,18126.92,NA
"2015-11-09",408.12,3873.37,10815.45,1220.57,18041.8,29378.89
"2015-11-10",414.42,3880.23,10832.52,1223.25,17712.67,29421.67
"2015-11-11",413.85,3867.71,10907.87,1231.47,17593.82,29451.81
"2015-11-12",408.34,3814.29,10782.63,1210.45,17874.42,29461.29
"2015-11-13",400.41,3771.59,10708.4,1200.79,17483.81,29310.44
"2015-11-16",405.01,3828.46,10713.23,1201.35,17135.61,29006.49
"2015-11-17",407.27,3824.14,10971.04,1233.41,17298.28,29360.87
"2015-11-18",415.27,3886.26,NA,1227.08,17267.11,29388.61
"2015-11-19",420.01,3882.06,11085.44,1233.16,17503.81,29703.64
"2015-11-20",424.33,3897.45,11119.83,1234.42,17690.79,29733.55
"2015-11-23",419.09,3892.8,11092.31,1231.85,17566.18,29733.55
"2015-11-24",413.85,3897.67,10933.99,1219.1,17441.16,29800.97
"2015-11-25",413.57,3897.57,NA,1237.86,17391.77,29685.34
"2015-11-26",413.57,3897.57,11320.77,1250.93,17358.32,29830.17
"2015-11-27",416.54,3900.74,11293.76,1247.48,16924.33,29739.73
"2015-11-30",414.77,3882.84,11382.23,1253.73,16812.68,NA
"2015-12-01",415.48,3924.63,11261.24,1244.34,17082.79,29931.87
"2015-12-02",414,3882.38,11190.02,1240.42,17258.66,29820.79
"2015-12-03",403.17,3826.74,10789.24,1195.6,17151.31,29823.44
"2015-12-04",417.04,3905.31,10752.1,1191.1,16887.62,29172.2
"2015-12-07",NA,3878.31,10886.09,1201.86,16825.64,29461.87
"2015-12-08",409.82,3853.48,10673.6,1179.42,16589.82,29154.44
"2015-12-09",399.49,3823.9,10592.49,1172.17,NA,28867.97
"2015-12-10",397.72,3832.93,10598.93,1169.59,16228.56,28487.29
"2015-12-11",389.9,3759.09,10340.06,1145.71,15983.88,28762.39
"2015-12-14",398.58,3777.22,10139.34,1122.83,NA,28243.3
"2015-12-15",403.48,3817.36,10450.38,1159.4,NA,27768.4
"2015-12-16",404.33,3873.12,10469.26,1161.29,NA,28492.32
"2015-12-17",398.58,3815.46,NA,1182.64,16599.54,28946.48
"2015-12-18",397.51,3747.56,10608.19,1166.28,16544.39,28397.93
"2015-12-21",401.35,3777.15,10497.77,1150.13,16737.72,28292.07
"2015-12-22",412.29,3810.85,10488.75,1150.6,16711.16,28248.22
"2015-12-23",412.08,3858.47,10727.64,1176.5,16971.19,28248.22
"2015-12-24",NA,3852.31,10727.64,1175.71,17091.84,28103.13
"2015-12-25",412.15,3852.31,10727.64,1175.71,17091.84,28072.27
"2015-12-28",420.11,3843.94,10653.91,1165.69,16810.65,NA
"2015-12-29",422.03,3885.55,10860.14,1186.38,16809.7,28430.82
"2015-12-30",419.47,3857.9,10743.01,1176.97,NA,28507.92
"2015-12-31",413.43,3821.6,10743.01,1169.64,16590.11,28507.92
"2016-01-01",413.43,3821.6,10743.01,1169.64,16590.11,28507.92
"2016-01-04",401.84,3763.99,10283.44,1132.86,15989.33,27635.13
"2016-01-05",407.96,3771.57,10310.1,1137.6,15837.93,27519.83
"2016-01-06",406.75,3723.44,10214.02,1123.75,15691.58,27246.22
"2016-01-07",405.82,3635.29,9979.85,NA,15032.48,26611.2
"2016-01-08",396.66,3595.91,9849.34,1085.86,15190.33,26507.29
"2016-01-11",407.1,3598.97,9825.07,1083.72,14605.21,26507.29
"2016-01-12",409.24,3627.06,9985.43,1097.71,14492.15,25789.86
"2016-01-13",396.09,3536.92,9960.96,1100.7,14586.89,26533.75
"2016-01-14",408.6,3596.03,9794.2,1083.15,14527.03,25822.79
"2016-01-15",401.49,3518.51,9545.27,1057.53,14143.49,25682.24
"2016-01-18",401.49,3518.51,9521.85,1051.41,13969.25,25395.36
"2016-01-19",408.45,3520.4,9664.21,1067.56,14386.51,25534.35
"2016-01-20",400.14,3479.75,9391.64,1032.5,13764.27,24587.5
"2016-01-21",NA,3497.94,9574.16,1054.46,13455.51,NA
"2016-01-22",410.3,3568.9,9764.88,1082.86,13918.02,25399.8
"2016-01-25",NA,3513.11,9736.15,1075.19,14035.02,25628.03
"2016-01-26",415.99,3562.81,9822.75,1086.31,13557.71,25025.92
"2016-01-27",414.35,3524.33,9880.82,1091.61,13668.22,25709.36
"2016-01-28",418.55,3544.13,9639.59,1068.64,13786.83,25525.92
"2016-01-29",440.65,3631.96,9798.11,1092.19,14152.21,26240.18
"2016-02-01",438.8,3630.46,9757.88,1083.95,13986.49,26759.84
"2016-02-02",442.92,3562.52,9581.04,1059.14,13838.78,NA
"2016-02-03",437.81,3581.53,9434.82,1039.32,13494.44,25750.31
"2016-02-04",425.37,3587.71,9393.36,NA,13693.79,25531.23
"2016-02-05",422.17,3521.6,9286.23,NA,13835.58,25193.61
"2016-02-08",427.93,3472.08,8979.36,999.58,13835.58,25470.28
"2016-02-09",437.03,3470.5,8879.4,982.11,13835.58,24093.94
"2016-02-10",432.69,NA,9017.29,1000.97,13835.58,23536.66
"2016-02-11",426.22,3428.99,8752.87,961.96,13153.76,23536.66
"2016-02-12",NA,NA,8967.51,989.17,12891.72,22397.11
"2016-02-15",435.75,3496.28,9206.84,1017.05,13507.44,NA
"2016-02-16",438.23,3555.2,9135.11,1012.53,13790,24047.5
"2016-02-17",447.47,3614.16,9377.21,1039.97,13618.96,23720.86
"2016-02-18",446.9,3597.49,9463.64,1039.05,14027.26,24260.75
"2016-02-19",447.26,3597.92,9388.05,1030.4,13934.69,23916.79
"2016-02-22",451.67,3649.92,9573.59,1052.96,14121.57,24132.3
"2016-02-23",448.75,3604.68,9416.77,1036.26,14034.4,24043.93
"2016-02-24",452.45,3620.87,9167.8,1012.17,13847.33,23839.83
"2016-02-25",458.49,3662.84,9331.48,1032.69,NA,24192.02
"2016-02-26",453.8,3656.42,9513.3,1051.26,13800.24,24264.07
"2016-02-29",449.82,3627.06,9495.4,1057.21,13597.63,24021.78
"2016-03-01",456.78,3713.7,9717.16,1075.38,13858.63,24109.84
"2016-03-02",458.35,3729.59,9776.62,1084.62,14383.89,25100.64
"2016-03-03",463.39,3743.02,9751.92,1081.3,NA,25420.81
"2016-03-04",NA,3755.47,9824.17,1090.08,14699.25,25502.68
"2016-03-07",456.57,3759.05,9778.93,1084.25,14817.11,25347.61
"2016-03-08",461.05,3717.49,9692.82,NA,14609.13,NA
"2016-03-09",464.6,3736.92,9723.09,1082.49,14499.64,24944.24
"2016-03-10",463.54,3737.74,9498.15,1066.19,14462.99,25259.22
"2016-03-11",470.74,3800.07,9831.13,1103.17,14705.57,25388.9
"2016-03-14",476.81,3795.53,9990.26,1109.69,14920.1,25830.88
"2016-03-15",478.3,3788.62,9933.85,1100.8,NA,25655.99
"2016-03-16",475.24,3810.09,9983.41,1098.95,14722.73,25442.81
"2016-03-17",469.81,3835.26,9892.2,1092.15,15070.51,25385.75
"2016-03-18",460.25,3852.15,9950.8,1098.13,NA,25068.63
"2016-03-21",458.54,3855.97,9948.64,1095,15336.44,25068.63
"2016-03-22",466.75,3853.18,NA,1095.88,15287.55,25553.88
"2016-03-23",468.32,3828.58,10022.93,NA,15241.42,25482.58
"2016-03-24",456.76,3827.14,9851.35,1072.97,14945.63,25319.73
"2016-03-25",456.76,3827.14,9851.35,1072.97,14945.63,25486.3
"2016-03-28",461.47,3829.26,9851.35,1072.97,14945.63,25683.47
"2016-03-29",467.82,NA,9887.94,1079.49,14989.96,25828.25
"2016-03-30",464.96,3881.01,10046.61,1093.58,NA,25489.24
"2016-03-31",473.6,3873.11,9965.51,1079.51,15464.58,25307.89
"2016-04-01",471.53,3897.66,9794.64,1060.95,15189.08,24410.1
"2016-04-04",467.67,3886,9822.08,1064.19,15189.08,24348.35
"2016-04-05",463.61,3846.59,9563.36,1038.79,14907.69,23758.72
"2016-04-06",463.39,3888.41,9624.51,1045.62,NA,23732.35
"2016-04-07",458.47,3841.98,9530.62,1033.79,14853.22,23784.42
"2016-04-08",454.12,3852.72,9622.26,1048.33,14951.95,23892.67
"2016-04-11",458.61,3842.17,9682.99,1052.74,15127.58,23786.37
"2016-04-12",450.55,3879.42,9761.47,1059.18,15187.36,24054.66
"2016-04-13",456.26,3918.95,10026.1,NA,15787.91,24737.89
"2016-04-14",454.26,3920.03,10093.65,1101.93,NA,25538.01
"2016-04-15",459.75,3916.17,10051.57,1099.58,15828.25,25442.84
"2016-04-18",457.61,3941.86,10120.31,1103.45,15615.05,24578.92
"2016-04-19",457.83,3954.01,10349.59,1121.41,15878.87,25482.72
"2016-04-20",457.54,3957.25,10421.29,1132.05,15689.88,25531.2
"2016-04-21",455.26,3936.8,10435.73,1135.36,15885.66,26221.45
"2016-04-22",456.54,3937,10373.49,1131.55,15666.68,26536.87
"2016-04-25",457.83,3929.88,10294.35,1123.08,15435.52,26335.73
"2016-04-26",459.54,3937.23,10259.59,1125.43,15486.68,26205.83
